RTL First name	RTL Last name	RTL Full name	Entity ID	Latin full name	Search URL
فاتك	شهاب	فاتك شهاب	67105	Fatik Shihab	https://www.mideastmed.org/search/people?first-name=فاتك&last-name=شهاب
سالم	شهاب	سالم شهاب	67107	Salim Shihab	https://www.mideastmed.org/search/people?first-name=سالم&last-name=شهاب
محفوظ	طالب	محفوظ طالب	67111	Mahfuz Talib	https://www.mideastmed.org/search/people?first-name=محفوظ&last-name=طالب
أنطون	يازجي	أنطون يازجي	67116	Antun Yazji	https://www.mideastmed.org/search/people?first-name=أنطون&last-name=يازجي
خليل	برباري	خليل برباري	67119	Khalil Birbari	https://www.mideastmed.org/search/people?first-name=خليل&last-name=برباري
شاكر	قيّم	شاكر قيّم	67124	Shakir Kayyim	https://www.mideastmed.org/search/people?first-name=شاكر&last-name=قيّم
جرجس	كفروني	جرجس كفروني	67132	Jurjus Kafruni	https://www.mideastmed.org/search/people?first-name=جرجس&last-name=كفروني
أسعد	رشيد	أسعد رشيد	67138	Asʿad Rashid	https://www.mideastmed.org/search/people?first-name=أسعد&last-name=رشيد
إلياس	سابا	إلياس سابا	67141	Ilyas Saba	https://www.mideastmed.org/search/people?first-name=إلياس&last-name=سابا
كلثوم	عودة	كلثوم عودة	67148	Kulthum 'Awda	https://www.mideastmed.org/search/people?first-name=كلثوم&last-name=عودة
فيليپ	أبكاريوس	فيليپ أبكاريوس	67152	Philip Abcarius	https://www.mideastmed.org/search/people?first-name=فيليپ&last-name=أبكاريوس
قسطنطين	شيدودي	قسطنطين شيدودي	67156	Constantine Shidudi	https://www.mideastmed.org/search/people?first-name=قسطنطين&last-name=شيدودي
يوسف	أبو سليمان	يوسف أبو سليمان	67158	Yusuf Abu-Sulayman	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=أبو سليمان
سالم حنّا	ضاهر	سالم حنّا ضاهر	67162	Salim Hanna Dahir	https://www.mideastmed.org/search/people?first-name=سالم حنّا&last-name=ضاهر
حنا	داوود	حنا داوود	67164	Hanna Dawud	https://www.mideastmed.org/search/people?first-name=حنا&last-name=داوود
أمين	فليحان	أمين فليحان	67166	Amin Fulayhan	https://www.mideastmed.org/search/people?first-name=أمين&last-name=فليحان
خليل	حايك	خليل حايك	67174	Khalil Haik	https://www.mideastmed.org/search/people?first-name=خليل&last-name=حايك
رشيد	قبلان	رشيد قبلان	67178	Rushayd Kabalan	https://www.mideastmed.org/search/people?first-name=رشيد&last-name=قبلان
أنطون	خيرالله	أنطون خيرالله	67183	Antun Khairallah	https://www.mideastmed.org/search/people?first-name=أنطون&last-name=خيرالله
فايز	شهاب	فايز شهاب	67185	Faiz Shihab	https://www.mideastmed.org/search/people?first-name=فايز&last-name=شهاب
جرجس	طرابلسي	جرجس طرابلسي	67187	Jurjus Trabulsi	https://www.mideastmed.org/search/people?first-name=جرجس&last-name=طرابلسي
أمين	توما	أمين توما	67194	Amin Tuma	https://www.mideastmed.org/search/people?first-name=أمين&last-name=توما
لويس	الخازن	لويس الخازن	67197	Louis al-Khazin	https://www.mideastmed.org/search/people?first-name=لويس&last-name=الخازن
إلياس	الزّهار	إلياس الزّهار	67201	Ilyas al-Zahhar	https://www.mideastmed.org/search/people?first-name=إلياس&last-name=الزّهار
سركيس	أزويان	سركيس أزويان	67204	Sarkis Azoyan	https://www.mideastmed.org/search/people?first-name=سركيس&last-name=أزويان
نجيب	بربور	نجيب بربور	67207	Najib Barbour	https://www.mideastmed.org/search/people?first-name=نجيب&last-name=بربور
نجيب	خوري	نجيب خوري	67216	Najib Khuri	https://www.mideastmed.org/search/people?first-name=نجيب&last-name=خوري
مانويل	سركسيان	مانويل سركسيان	67223	Manuel Sarkissian	https://www.mideastmed.org/search/people?first-name=مانويل&last-name=سركسيان
داوود	حسن سليمان سليم	داوود حسن سليمان سليم	67226	Dawud Slim	https://www.mideastmed.org/search/people?first-name=داوود&last-name=حسن سليمان سليم
نجيب	شاميّة	نجيب شاميّة	67233	Najib Shamiyyah	https://www.mideastmed.org/search/people?first-name=نجيب&last-name=شاميّة
إلياس نعمة	ثابت	إلياس نعمة ثابت	67238	Ilyas Niʿmah Tabit	https://www.mideastmed.org/search/people?first-name=إلياس نعمة&last-name=ثابت
فيليب 	بركات	فيليب  بركات	67241	Philip Barakat	https://www.mideastmed.org/search/people?first-name=فيليب &last-name=بركات
أمين فارس 	حدّاد	أمين فارس  حدّاد	67243	Amin Faris Haddad	https://www.mideastmed.org/search/people?first-name=أمين فارس &last-name=حدّاد
ميشيل	هاچوپيان	ميشيل هاچوپيان	67246	Michael Hagopoian	https://www.mideastmed.org/search/people?first-name=ميشيل&last-name=هاچوپيان
حبيب	همّام	حبيب همّام	67248	Habib Hammam	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=همّام
كالوست	نجاريان	كالوست نجاريان	67252	Kaloust Najarian	https://www.mideastmed.org/search/people?first-name=كالوست&last-name=نجاريان
كيفورك	ساركيسيان	كيفورك ساركيسيان	67257	Kevork Sarkissian	https://www.mideastmed.org/search/people?first-name=كيفورك&last-name=ساركيسيان
نجيب	اصفر	نجيب اصفر	67269	Najib Asfar	https://www.mideastmed.org/search/people?first-name=نجيب&last-name=اصفر
خليل	عزمي	خليل عزمي	67270	Khalil ʿAzmi	https://www.mideastmed.org/search/people?first-name=خليل&last-name=عزمي
ميشل	اركش	ميشل اركش	67276	Michel Arkash	https://www.mideastmed.org/search/people?first-name=ميشل&last-name=اركش
حسين	بهيج	حسين بهيج	67281	Husayn Bahij	https://www.mideastmed.org/search/people?first-name=حسين&last-name=بهيج
حسين	قدري	حسين قدري	67285	Husayn Qadri	https://www.mideastmed.org/search/people?first-name=حسين&last-name=قدري
اسعد	شيبان	اسعد شيبان	67287	Asʿad Shiban	https://www.mideastmed.org/search/people?first-name=اسعد&last-name=شيبان
موسى	شسبان	موسى شسبان	67289	Musa Shiban	https://www.mideastmed.org/search/people?first-name=موسى&last-name=شسبان
ابراهيم	شدودي	ابراهيم شدودي	67291	Ibrahim Shadudi	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=شدودي
موريس	شدودي	موريس شدودي	67293	Maurice Shadudi	https://www.mideastmed.org/search/people?first-name=موريس&last-name=شدودي
هنري	شدودي	هنري شدودي	67295	Henri C. Shadudi	https://www.mideastmed.org/search/people?first-name=هنري&last-name=شدودي
جورج	شكرالله	جورج شكرالله	67297	Georges Shukrallah	https://www.mideastmed.org/search/people?first-name=جورج&last-name=شكرالله
مراد	شربين	مراد شربين	67299	Murad Sharbin	https://www.mideastmed.org/search/people?first-name=مراد&last-name=شربين
ألبيرت	دبانة	ألبيرت دبانة	67312	Albert Dabbana	https://www.mideastmed.org/search/people?first-name=ألبيرت&last-name=دبانة
أنطوان جوزيف	دبانة	أنطوان جوزيف دبانة	67314	Antoine-Joseph Dabbana	https://www.mideastmed.org/search/people?first-name=أنطوان جوزيف&last-name=دبانة
	دبانة	 دبانة	67316	Théophile Dabbana	https://www.mideastmed.org/search/people?first-name=&last-name=دبانة
يوسف	درويش	يوسف درويش	67320	Yusuf Darwish	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=درويش
اميل سليمان	فرحي	اميل سليمان فرحي	67330	Emile Salomon Farhi	https://www.mideastmed.org/search/people?first-name=اميل سليمان&last-name=فرحي
سليم يوسف	ابو سليمان	سليم يوسف ابو سليمان	67337	Salim Yusuf Abu Sulayman	https://www.mideastmed.org/search/people?first-name=سليم يوسف&last-name=ابو سليمان
يوسف ابراهيم	عشراوي	يوسف ابراهيم عشراوي	67339	Yusuf Ibrahim ʿAshrawi	https://www.mideastmed.org/search/people?first-name=يوسف ابراهيم&last-name=عشراوي
حليم	يعقوب	حليم يعقوب	67348	Halim Yaʿqub	https://www.mideastmed.org/search/people?first-name=حليم&last-name=يعقوب
هنري يوسف	يزبك	هنري يوسف يزبك	67350	Henri Joseph Yazbak	https://www.mideastmed.org/search/people?first-name=هنري يوسف&last-name=يزبك
مسعود ج.	يونس	مسعود ج. يونس	67353	Masʿud J. Yunis	https://www.mideastmed.org/search/people?first-name=مسعود ج.&last-name=يونس
سليم	أفتيموس	سليم أفتيموس	67357	Selim Aftimus	https://www.mideastmed.org/search/people?first-name=سليم&last-name=أفتيموس
يوسف	غبريل	يوسف غبريل	67369	Yusuf Ghabril	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=غبريل
كامل	لوقا	كامل لوقا	67372	Kamil Luka	https://www.mideastmed.org/search/people?first-name=كامل&last-name=لوقا
أليكساندر بالدوين	ليونز	أليكساندر بالدوين ليونز	67378	Alexander Baldwin Lyons	https://www.mideastmed.org/search/people?first-name=أليكساندر بالدوين&last-name=ليونز
باغداسار	بارسوميان	باغداسار بارسوميان	67381	Baghdasar Barsumian	https://www.mideastmed.org/search/people?first-name=باغداسار&last-name=بارسوميان
ميخائيل عبدو	عجمي	ميخائيل عبدو عجمي	67384	Mikhael Abdu 'Ajami	https://www.mideastmed.org/search/people?first-name=ميخائيل عبدو&last-name=عجمي
سليمان	أپيليان	سليمان أپيليان	67387	Sulayman Apelian	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=أپيليان
توروس	بايراميان	توروس بايراميان	67389	Toros Bairamian	https://www.mideastmed.org/search/people?first-name=توروس&last-name=بايراميان
كريكور	جامجيان	كريكور جامجيان	67394	Krikor Jamjian	https://www.mideastmed.org/search/people?first-name=كريكور&last-name=جامجيان
داوود	خوري	داوود خوري	67398	Dawud Khuri	https://www.mideastmed.org/search/people?first-name=داوود&last-name=خوري
لويس	إسكندر	لويس إسكندر	67400	Louis Iskandar	https://www.mideastmed.org/search/people?first-name=لويس&last-name=إسكندر
ميشيل طنوس	ربيز	ميشيل طنوس ربيز	67404	Michel Tannus Rubayz	https://www.mideastmed.org/search/people?first-name=ميشيل طنوس&last-name=ربيز
سليم	شمعون	سليم شمعون	67407	Salim Sham'un	https://www.mideastmed.org/search/people?first-name=سليم&last-name=شمعون
جرجي فضل الله	أبو شعر	جرجي فضل الله أبو شعر	67409	Jurji Fadlallah Abu-Sha'r	https://www.mideastmed.org/search/people?first-name=جرجي فضل الله&last-name=أبو شعر
داوود فارس	أفتيموس	داوود فارس أفتيموس	67411	Dawud Faris Aftimus	https://www.mideastmed.org/search/people?first-name=داوود فارس&last-name=أفتيموس
سليم فارس	حدّاد	سليم فارس حدّاد	67415	Salim Faris Haddad	https://www.mideastmed.org/search/people?first-name=سليم فارس&last-name=حدّاد
نجيب جبّور	صبرا	نجيب جبّور صبرا	67419	Najib Jabbur Sabra	https://www.mideastmed.org/search/people?first-name=نجيب جبّور&last-name=صبرا
خليل عبده	بدران	خليل عبده بدران	67422	Khalil 'Abdo Badran	https://www.mideastmed.org/search/people?first-name=خليل عبده&last-name=بدران
رشيد 	دحدح	رشيد  دحدح	67427	Rashid Dahdah	https://www.mideastmed.org/search/people?first-name=رشيد &last-name=دحدح
قبلان	حدّاد	قبلان حدّاد	67431	Kabalan Haddad	https://www.mideastmed.org/search/people?first-name=قبلان&last-name=حدّاد
حبيب	كرم	حبيب كرم	67435	Habib Karam	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=كرم
يوسف	خطّار	يوسف خطّار	67439	Yusuf Khattar	https://www.mideastmed.org/search/people?first-name=يوسف&last-name=خطّار
إلياس	ليان	إلياس ليان	67442	Elias Lian	https://www.mideastmed.org/search/people?first-name=إلياس&last-name=ليان
عبد المسيح	مصوّر	عبد المسيح مصوّر	67444	Abdul-Massih Mussawwir	https://www.mideastmed.org/search/people?first-name=عبد المسيح&last-name=مصوّر
هاغوب	جاميجيان	هاغوب جاميجيان	67446	Hagop Jamijian	https://www.mideastmed.org/search/people?first-name=هاغوب&last-name=جاميجيان
جرجي حبيب	سابا	جرجي حبيب سابا	67448	Jurji Habib Saba	https://www.mideastmed.org/search/people?first-name=جرجي حبيب&last-name=سابا
الفرد اسعد	عطية	الفرد اسعد عطية	67459	Alfred As‘ad ‘Atiyah	https://www.mideastmed.org/search/people?first-name=الفرد اسعد&last-name=عطية
 محمود فوزي	المناوي	 محمود فوزي المناوي	67469	Mahmud Fawzi  al-Manawi	https://www.mideastmed.org/search/people?first-name= محمود فوزي&last-name=المناوي
جون جوزيف	عياش	جون جوزيف عياش	67475	John Joseph ʻAyash	https://www.mideastmed.org/search/people?first-name=جون جوزيف&last-name=عياش
هنري س	بدر	هنري س بدر	67485	Henry S. Badir	https://www.mideastmed.org/search/people?first-name=هنري س&last-name=بدر
علي مصطفى	بدر الدين	علي مصطفى بدر الدين	67495	ʻAli Mustafa Badr al-Din	https://www.mideastmed.org/search/people?first-name=علي مصطفى&last-name=بدر الدين
يعقوب يوسف	بني	يعقوب يوسف بني	67508	Yaʻqub Yusuf Bunni	https://www.mideastmed.org/search/people?first-name=يعقوب يوسف&last-name=بني
اسحاق يهودا	بيريس	اسحاق يهودا بيريس	67530	Isaac Yehuda Peress	https://www.mideastmed.org/search/people?first-name=اسحاق يهودا&last-name=بيريس
	شخشيري	 شخشيري	67535	Zeken Andrew Shakhshiri	https://www.mideastmed.org/search/people?first-name=&last-name=شخشيري
عفيف	عفيف	عفيف عفيف	67549	Afif 'Afif	https://www.mideastmed.org/search/people?first-name=عفيف&last-name=عفيف
علي سليمان	علم الدّين	علي سليمان علم الدّين	67551	Ali Sulayman 'Alamuddin	https://www.mideastmed.org/search/people?first-name=علي سليمان&last-name=علم الدّين
نسيب داوود	برباري	نسيب داوود برباري	67554	Nasib Dawud Birbari	https://www.mideastmed.org/search/people?first-name=نسيب داوود&last-name=برباري
ميخائيل	حكيم	ميخائيل حكيم	67558	Mikhail Hakim	https://www.mideastmed.org/search/people?first-name=ميخائيل&last-name=حكيم
مجلّي مسعود	جبارة	مجلّي مسعود جبارة	67562	Mujalli Mas'ud Jbarah	https://www.mideastmed.org/search/people?first-name=مجلّي مسعود&last-name=جبارة
يوسف عبده	بدران	يوسف عبده بدران	67568	Yusuf 'Abdu Badran	https://www.mideastmed.org/search/people?first-name=يوسف عبده&last-name=بدران
نعمة	إليّا	نعمة إليّا	67570	Ni'mi Iliya	https://www.mideastmed.org/search/people?first-name=نعمة&last-name=إليّا
جاك 	أبيلا	جاك  أبيلا	67574	Jacques Abela	https://www.mideastmed.org/search/people?first-name=جاك &last-name=أبيلا
محمود	عسّاف	محمود عسّاف	67579	Mahmoud 'Assaf	https://www.mideastmed.org/search/people?first-name=محمود&last-name=عسّاف
حنا نعمة	عطيّة	حنا نعمة عطيّة	67582	Hanna Ni'mah 'Attiyah	https://www.mideastmed.org/search/people?first-name=حنا نعمة&last-name=عطيّة
جورج غابرييل	ستانبوليه	جورج غابرييل ستانبوليه	67586	George Gabriel Stanbuliyyah	https://www.mideastmed.org/search/people?first-name=جورج غابرييل&last-name=ستانبوليه
جورج مارون	ستيفان	جورج مارون ستيفان	67590	George Marun Stephan	https://www.mideastmed.org/search/people?first-name=جورج مارون&last-name=ستيفان
عبد السلام حمزه	شاتيلا	عبد السلام حمزه شاتيلا	67595	ʻAbd al-Salam Hamzi Shatila	https://www.mideastmed.org/search/people?first-name=عبد السلام حمزه&last-name=شاتيلا
فخري توفيق	علي	فخري توفيق علي	67602	Fakhri Tawfiq ʻAli	https://www.mideastmed.org/search/people?first-name=فخري توفيق&last-name=علي
دافيد	چرينبيرچ	دافيد چرينبيرچ	67610	David Greenberg	https://www.mideastmed.org/search/people?first-name=دافيد&last-name=چرينبيرچ
حكمت محمود	حموري	حكمت محمود حموري	67616	Hikmat Mahmud Hammuri	https://www.mideastmed.org/search/people?first-name=حكمت محمود&last-name=حموري
رشيد سليم	بدّور	رشيد سليم بدّور	67620	Rashid Salim Baddur	https://www.mideastmed.org/search/people?first-name=رشيد سليم&last-name=بدّور
هلال	فرحي	هلال فرحي	67632	Hilal Farhi	https://www.mideastmed.org/search/people?first-name=هلال&last-name=فرحي
أنطوان	كلوت	أنطوان كلوت	67648	Antoine Clot	https://www.mideastmed.org/search/people?first-name=أنطوان&last-name=كلوت
إبراهيم	ألدسوقي أفندي 	إبراهيم ألدسوقي أفندي 	67650	Ibrahim  al-Dasuqi	https://www.mideastmed.org/search/people?first-name=إبراهيم&last-name=ألدسوقي أفندي 
موسى	بيزجيان	موسى بيزجيان	67651	Moses Bezjian	https://www.mideastmed.org/search/people?first-name=موسى&last-name=بيزجيان
انطونيوس	إلياديس	انطونيوس إلياديس	67658	Antonius Eliades	https://www.mideastmed.org/search/people?first-name=انطونيوس&last-name=إلياديس
جرجس ميخائيل	خوري	جرجس ميخائيل خوري	67661	Jurjus Mikhaīl Khuri	https://www.mideastmed.org/search/people?first-name=جرجس ميخائيل&last-name=خوري
خليل نسيب	ماضي	خليل نسيب ماضي	67664	Khalil Nasib Madi	https://www.mideastmed.org/search/people?first-name=خليل نسيب&last-name=ماضي
سامويل	ناخمان	سامويل ناخمان	67667	Samuel Nachman	https://www.mideastmed.org/search/people?first-name=سامويل&last-name=ناخمان
فريد سالم	عبيد	فريد سالم عبيد	67671	Farid Salim ʿAbid	https://www.mideastmed.org/search/people?first-name=فريد سالم&last-name=عبيد
لبيب نجيب	بوخير	لبيب نجيب بوخير	67683	Labib Najib Bou-khayr	https://www.mideastmed.org/search/people?first-name=لبيب نجيب&last-name=بوخير
شكري طنّوس 	بارودي	شكري طنّوس  بارودي	67711	Shukri Tannus Barudi	https://www.mideastmed.org/search/people?first-name=شكري طنّوس &last-name=بارودي
نجيب عبد الله	دبس	نجيب عبد الله دبس	67716	Najib 'Abdallah Dibs	https://www.mideastmed.org/search/people?first-name=نجيب عبد الله&last-name=دبس
لطف الله	حدّاد	لطف الله حدّاد	67726	Lutfallah Haddad	https://www.mideastmed.org/search/people?first-name=لطف الله&last-name=حدّاد
سليمان	حمادة	سليمان حمادة	67729	Sulayman Himadah	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=حمادة
سليمان	حمادة	سليمان حمادة	67730	Sulayman Himadah	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=حمادة
ابراهيم	ألنبراوي	ابراهيم ألنبراوي	67744	Ibrahim al-Nabarawi	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=ألنبراوي
إبراهيم	النجار	إبراهيم النجار	67746	Ibrahim al-Najjar	https://www.mideastmed.org/search/people?first-name=إبراهيم&last-name=النجار
إبراهيم	حسن	إبراهيم حسن	67750	Ibrahim Hasan	https://www.mideastmed.org/search/people?first-name=إبراهيم&last-name=حسن
نعوم	بدور	نعوم بدور	67759	Na'um Budur	https://www.mideastmed.org/search/people?first-name=نعوم&last-name=بدور
أمين	معلوف	أمين معلوف	67761	Amin Ma'luf	https://www.mideastmed.org/search/people?first-name=أمين&last-name=معلوف
افيديس سركيس	نقاشيان	افيديس سركيس نقاشيان	67767	Avedis Sarkis Nakashian	https://www.mideastmed.org/search/people?first-name=افيديس سركيس&last-name=نقاشيان
امين	ابكاريوس	امين ابكاريوس	67773	Amin Abcarius	https://www.mideastmed.org/search/people?first-name=امين&last-name=ابكاريوس
نسيب	ابكاريوس	نسيب ابكاريوس	67775	Nasib Abcarius	https://www.mideastmed.org/search/people?first-name=نسيب&last-name=ابكاريوس
 نخلة جبران	كرم	 نخلة جبران كرم	67778	Nakhlah  Karam	https://www.mideastmed.org/search/people?first-name= نخلة جبران&last-name=كرم
أيزكييل يوسف	روبين	أيزكييل يوسف روبين	67781	Eazkiyyel Yusuf Rubin	https://www.mideastmed.org/search/people?first-name=أيزكييل يوسف&last-name=روبين
أسعد جرمانس	عون	أسعد جرمانس عون	67790	As'ad 'Awn	https://www.mideastmed.org/search/people?first-name=أسعد جرمانس&last-name=عون
وديع	برباري	وديع برباري	67792	Wadi' Birbari	https://www.mideastmed.org/search/people?first-name=وديع&last-name=برباري
حسن	حمادة	حسن حمادة	67796	Hasan Himadah	https://www.mideastmed.org/search/people?first-name=حسن&last-name=حمادة
إبراهيم	جباتي	إبراهيم جباتي	67799	Ibrahim Jabati	https://www.mideastmed.org/search/people?first-name=إبراهيم&last-name=جباتي
صموئيل اسحاق	خوري	صموئيل اسحاق خوري	67801	Samuel Khuri	https://www.mideastmed.org/search/people?first-name=صموئيل اسحاق&last-name=خوري
حبيب	ناصيف	حبيب ناصيف	67806	Habib  Nasif	https://www.mideastmed.org/search/people?first-name=حبيب&last-name=ناصيف
جرجس	زغيب	جرجس زغيب	67808	Jurjus Nasif	https://www.mideastmed.org/search/people?first-name=جرجس&last-name=زغيب
ابراهيم	صبري	ابراهيم صبري	67829	Ibrahim Sabri	https://www.mideastmed.org/search/people?first-name=ابراهيم&last-name=صبري
أحمد حسن	الرشيدي	أحمد حسن الرشيدي	67837	ِAhmad Hasan al-Rashidi	https://www.mideastmed.org/search/people?first-name=أحمد حسن&last-name=الرشيدي
أحمد حمدي	الجراح	أحمد حمدي الجراح	67840	Ahmad Hamdi al-Jarrah	https://www.mideastmed.org/search/people?first-name=أحمد حمدي&last-name=الجراح
أحمد	ندا	أحمد ندا	67845	Ahmad  Nada	https://www.mideastmed.org/search/people?first-name=أحمد&last-name=ندا
بدوي	سالم	بدوي سالم	67849	Badawi Salim	https://www.mideastmed.org/search/people?first-name=بدوي&last-name=سالم
تيودور ماكسميايان 	بلهارز	تيودور ماكسميايان  بلهارز	67854	Theodor  Bilharz 	https://www.mideastmed.org/search/people?first-name=تيودور ماكسميايان &last-name=بلهارز
حسن	عبدالرحمن	حسن عبدالرحمن	67855	Hasan ʿAbd al-Rahman	https://www.mideastmed.org/search/people?first-name=حسن&last-name=عبدالرحمن
حسن	 الرشيدي	حسن  الرشيدي	67858	Hasan  Al-Rashidi	https://www.mideastmed.org/search/people?first-name=حسن&last-name= الرشيدي
حسن	 محمود	حسن  محمود	67863	Hasan Mahmud 	https://www.mideastmed.org/search/people?first-name=حسن&last-name= محمود
حسن	هاشم	حسن هاشم	67865	Hasan Hashim	https://www.mideastmed.org/search/people?first-name=حسن&last-name=هاشم
 حسنين	البقلي	 حسنين البقلي	67868	Hasanayn al-Baqli	https://www.mideastmed.org/search/people?first-name= حسنين&last-name=البقلي
حسين	عوف	حسين عوف	67870	Husayn ‘Auf	https://www.mideastmed.org/search/people?first-name=حسين&last-name=عوف
حسين	الههياوي	حسين الههياوي	67873	Husayn al-Hihiyawi	https://www.mideastmed.org/search/people?first-name=حسين&last-name=الههياوي
خليل	النبراوي	خليل النبراوي	67878	Khalil al-Nabarawi	https://www.mideastmed.org/search/people?first-name=خليل&last-name=النبراوي
سالم	سالم	سالم سالم	67882	Salim Salim	https://www.mideastmed.org/search/people?first-name=سالم&last-name=سالم
سليمان	نجاتي	سليمان نجاتي	67884	Sulayman  Najati	https://www.mideastmed.org/search/people?first-name=سليمان&last-name=نجاتي
صالح	علي	صالح علي	67888	Salih ‘Ali	https://www.mideastmed.org/search/people?first-name=صالح&last-name=علي
عبد الحميد فهمي	عامر	عبد الحميد فهمي عامر	67892	‘Abd al-Hamid ‘Amir	https://www.mideastmed.org/search/people?first-name=عبد الحميد فهمي&last-name=عامر
عبد الرحمن	 اسماعيل	عبد الرحمن  اسماعيل	67894	‘Abd al-Rahman Isma’il 	https://www.mideastmed.org/search/people?first-name=عبد الرحمن&last-name= اسماعيل
عبد الرحمن	الهراوي	عبد الرحمن الهراوي	67895	‘Abd al-Rahman al-Harawi	https://www.mideastmed.org/search/people?first-name=عبد الرحمن&last-name=الهراوي
عبد العزيز 	الهراوي	عبد العزيز  الهراوي	67899	‘Abd al-‘Aziz  al-Hrawi	https://www.mideastmed.org/search/people?first-name=عبد العزيز &last-name=الهراوي
عثمان	إبراهيم	عثمان إبراهيم	67902	‘Uthman Ibrahim	https://www.mideastmed.org/search/people?first-name=عثمان&last-name=إبراهيم
عثمان	غالب	عثمان غالب	67905	‘Uthman Ghalib	https://www.mideastmed.org/search/people?first-name=عثمان&last-name=غالب
علي ابراهيم	 رامز	علي ابراهيم  رامز	67907	‘Ali Ibrahim Ramiz	https://www.mideastmed.org/search/people?first-name=علي ابراهيم&last-name= رامز
علي	رياض	علي رياض	67908	‘Ali Riyad	https://www.mideastmed.org/search/people?first-name=علي&last-name=رياض
علي	شوشة	علي شوشة	67910	‘Ali Shusha	https://www.mideastmed.org/search/people?first-name=علي&last-name=شوشة
علي	هيبة	علي هيبة	67914	‘Ali Hayba	https://www.mideastmed.org/search/people?first-name=علي&last-name=هيبة
عيسى 	النحراوي	عيسى  النحراوي	67917	‘Issa al-Nahrawi	https://www.mideastmed.org/search/people?first-name=عيسى &last-name=النحراوي
قاسم	فتحي	قاسم فتحي	67922	Qasim Fathi	https://www.mideastmed.org/search/people?first-name=قاسم&last-name=فتحي
عبد السلام حمزة	شاتيلة	عبد السلام حمزة شاتيلة	67924	‘Abd al-Salam Hamza Shatila	https://www.mideastmed.org/search/people?first-name=عبد السلام حمزة&last-name=شاتيلة
محمد	الدري	محمد الدري	67930	Muhammad al-Durri	https://www.mideastmed.org/search/people?first-name=محمد&last-name=الدري
محمد	الدشطوطي	محمد الدشطوطي	67936	Muhammad al-Dashtuti	https://www.mideastmed.org/search/people?first-name=محمد&last-name=الدشطوطي
محمد	السكري	محمد السكري	67937	Muhammad  al-Sukkari	https://www.mideastmed.org/search/people?first-name=محمد&last-name=السكري
محمد	السيد	محمد السيد	67949	Muhammad al-Sayyid	https://www.mideastmed.org/search/people?first-name=محمد&last-name=السيد
محمد	الشافعي	محمد الشافعي	67954	Muhammad al-Shafi‘i	https://www.mideastmed.org/search/people?first-name=محمد&last-name=الشافعي
محمد	الشباصي	محمد الشباصي	67957	Muhammad al-Shabasi	https://www.mideastmed.org/search/people?first-name=محمد&last-name=الشباصي
محمد	فحام	محمد فحام	67962	Muhammad Fahham	https://www.mideastmed.org/search/people?first-name=محمد&last-name=فحام
محمد	امين	محمد امين	67966	Muhammad Amin	https://www.mideastmed.org/search/people?first-name=محمد&last-name=امين
محمد امين	بدر	محمد امين بدر	67971	Muhammad Amin Badr	https://www.mideastmed.org/search/people?first-name=محمد امين&last-name=بدر
محمد توفيق	صدقي	محمد توفيق صدقي	67973	Muhammad Tawfiq Sudqi	https://www.mideastmed.org/search/people?first-name=محمد توفيق&last-name=صدقي
محمد	حافظ	محمد حافظ	67975	Muhammad Hafiz	https://www.mideastmed.org/search/people?first-name=محمد&last-name=حافظ
محمد	شكري	محمد شكري	67980	Muhammad Shukri	https://www.mideastmed.org/search/people?first-name=محمد&last-name=شكري
محمد	طلعت	محمد طلعت	67982	Muhammad Tal‘at	https://www.mideastmed.org/search/people?first-name=محمد&last-name=طلعت
محمد	عبد الحميد	محمد عبد الحميد	67984	Muhammad ‘Abd al-Hamid	https://www.mideastmed.org/search/people?first-name=محمد&last-name=عبد الحميد
محمد	عبد السميع	محمد عبد السميع	67991	Muhammad ‘Abd al-Sami‘	https://www.mideastmed.org/search/people?first-name=محمد&last-name=عبد السميع
محمد	عبد الفتاح	محمد عبد الفتاح	67993	Muhammad ‘Abd al-Fattah	https://www.mideastmed.org/search/people?first-name=محمد&last-name=عبد الفتاح
محمد	علوي	محمد علوي	67995	Muhammad ‘Alawi	https://www.mideastmed.org/search/people?first-name=محمد&last-name=علوي
محمدعلي	البقلي	محمدعلي البقلي	67998	Muhammad ʿAli al-Baqli	https://www.mideastmed.org/search/people?first-name=محمدعلي&last-name=البقلي
محمد	عوف	محمد عوف	68002	Muhammad ‘Auf	https://www.mideastmed.org/search/people?first-name=محمد&last-name=عوف
محمد فوزي	الجراح	محمد فوزي الجراح	68006	Muhammad Fawzi al-Jarrah	https://www.mideastmed.org/search/people?first-name=محمد فوزي&last-name=الجراح
جورج ك.	إيكميكجيان	جورج ك. إيكميكجيان	68007	George K. Ekmekjian	https://www.mideastmed.org/search/people?first-name=جورج ك.&last-name=إيكميكجيان
